file,file_type,csv_size_estimate_uncompressed,csv_size_bytes_uncompressed,zip_compressed_size,rows_cases,columns_variables,multi_sheet,summary_20_words_or_less,columns,brief_data_dictionary
Complications_and_Deaths-National.csv,csv,2.1 KB,2139,917 B,20,10,No (CSV),"Complications and Deaths - National: 20 cases and 10 variables covering Complications, Deaths metrics at national level.",Measure ID; Measure Name; National Rate; Number of Hospitals Worse; Number of Hospitals Same; Number of Hospitals Better; Number of Hospitals Too Few; Footnote; Start Date; End Date,"Measure ID (text; e.g., COMP_HIP_KNEE) | Measure Name (text; e.g., Rate of complications for hip/knee repla) | National Rate (number; e.g., 3.6) | Number of Hospitals Worse (integer; e.g., 12) | Number of Hospitals Same (integer; e.g., 1638) | Number of Hospitals Better (integer; e.g., 30) | Number of Hospitals Too Few (text; e.g., 1536) | Footnote (empty/unknown; e.g., ) | Start Date (date; e.g., 04/01/2021) | End Date (date; e.g., 03/31/2024)"
Medicare_Hospital_Spending_Per_Patient-Hospital.csv,csv,967.9 KB,991115,175.1 KB,4628,14,No (CSV),"Medicare Hospital Spending Per Patient - Hospital: 4,628 cases and 14 variables covering Spending metrics at hospital level.",Facility ID; Facility Name; Address; City/Town; State; ZIP Code; County/Parish; Telephone Number; Measure ID; Measure Name; Score; Footnote; Start Date; End Date,"Facility ID (integer; e.g., 010001) | Facility Name (text; e.g., SOUTHEAST HEALTH MEDICAL CENTER) | Address (text; e.g., 1108 ROSS CLARK CIRCLE) | City/Town (text; e.g., DOTHAN) | State (categorical/text; e.g., AL) | ZIP Code (integer; e.g., 36301) | County/Parish (text; e.g., HOUSTON) | Telephone Number (text; e.g., (334) 793-8701) | Measure ID (categorical/text; e.g., MSPB-1) | Measure Name (categorical/text; e.g., Medicare hospital spending per patient () | Score (text; e.g., 0.99) | Footnote (integer; e.g., 29) | Start Date (date; e.g., 01/01/2024) | End Date (date; e.g., 12/31/2024)"
Medicare_Hospital_Spending_Per_Patient-State.csv,csv,6.4 KB,6540,444 B,56,7,No (CSV),Medicare Hospital Spending Per Patient - State: 56 cases and 7 variables covering Spending metrics at hospital level.,State; Measure ID; Measure Name; Score; Footnote; Start Date; End Date,"State (text; e.g., AK) | Measure ID (categorical/text; e.g., MSPB-1) | Measure Name (categorical/text; e.g., Medicare hospital spending per patient () | Score (categorical/text; e.g., 0.92) | Footnote (integer; e.g., 14) | Start Date (date; e.g., 01/01/2024) | End Date (date; e.g., 12/31/2024)"
OQR_OAS_CAHPS_NATIONAL.csv,csv,3.3 KB,3374,693 B,15,7,No (CSV),OQR OAS CAHPS NATIONAL: 15 cases and 7 variables covering OAS CAHPS metrics at national level.,OAS CAHPS Measure ID; OAS CAHPS Question; OAS CAHPS Answer Description; OAS CAHPS Answer Percent; OAS CAHPS Answer Percent Footnote; Start Date; End Date,"OAS CAHPS Measure ID (text; e.g., O_COMP_1_N_N) | OAS CAHPS Question (text; e.g., Patients who reported that the facility ) | OAS CAHPS Answer Description (text; e.g., Facility was ""not"" clean and staff were ) | OAS CAHPS Answer Percent (integer; e.g., 0) | OAS CAHPS Answer Percent Footnote (empty/unknown; e.g., ) | Start Date (date; e.g., 07/01/2024) | End Date (date; e.g., 06/30/2025)"
IPFQR_QualityMeasures_National.csv,csv,2.1 KB,2187,813 B,1,56,No (CSV),IPFQR QualityMeasures National: 1 cases and 56 variables covering IPFQR QualityMeasures National metrics at national level.,HBIPS-2 Measure Description; N HBIPS-2 Overall Rate Per 1000; N HBIPS-2 Overall Num; N HBIPS-2 Overall Den; HBIPS-3 Measure Description; N HBIPS-3 Overall Rate Per 1000; N HBIPS-3 Overall Num; N HBIPS-3 Overall Den; SMD Measure Description; N SMD %; SMD Top 10%; SUB-2/-2a Measure Description; N SUB-2 %; SUB-2 Top 10%; N SUB-2a %; SUB-2a Top 10%; SUB-3/-3a Measure Description; N SUB-3 %; SUB-3 Top 10%; N SUB-3a %; SUB-3a Top 10%; TOB-3/-3a Measure Description; N TOB-3 %; TOB-3 Top 10%; N TOB-3a %; TOB-3a Top 10%; TR-1 Measure Description; N TR-1 %; TR-1 Top 10%; Start Date; End Date; FAPH Measure Description; N FAPH-30 %; FAPH-30 Top 10%; N FAPH-7 %; FAPH-7 Top 10%; FAPH Measure Start Date; FAPH Measure End Date; MedCont Measure Description; MedCont %; MedCont Top 10%; N MedCont Measure Start Date; N MedCont Measure End Date; READM-30-IPF Measure Desc; READM-30-IPF National Rate; N READM-30-IPF # IPFs Worse; N READM-30-IPF # IPFs Same; N READM-30-IPF # IPFs Better; N READM-30-IPF # IPFs Too Few; READM-30-IPF Start Date; READM-30-IPF End Date; IMM-2 Measure Description; N IMM-2 %; IMM-2 Top 10%; Flu Season Start Date; Flu Season End Date,"HBIPS-2 Measure Description (categorical/text; e.g., Hours of physical-restraint use) | N HBIPS-2 Overall Rate Per 1000 (number; e.g., 0.29) | N HBIPS-2 Overall Num (number; e.g., 195897.08) | N HBIPS-2 Overall Den (integer; e.g., 28415460) | HBIPS-3 Measure Description (categorical/text; e.g., Hours of seclusion use) | N HBIPS-3 Overall Rate Per 1000 (number; e.g., 0.36) | N HBIPS-3 Overall Num (number; e.g., 244773.80) | N HBIPS-3 Overall Den (integer; e.g., 28425940) | SMD Measure Description (categorical/text; e.g., Screening for metabolic disorders (SMD)) | N SMD % (integer; e.g., 81) | SMD Top 10% (integer; e.g., 100) | SUB-2/-2a Measure Description (categorical/text; e.g., Alcohol use brief intervention provided ) | N SUB-2 % (integer; e.g., 60) | SUB-2 Top 10% (integer; e.g., 100) | N SUB-2a % (integer; e.g., 76) | SUB-2a Top 10% (integer; e.g., 100) | SUB-3/-3a Measure Description (categorical/text; e.g., Alcohol and other drug use disorder trea) | N SUB-3 % (integer; e.g., 72) | SUB-3 Top 10% (integer; e.g., 100) | N SUB-3a % (integer; e.g., 59) | SUB-3a Top 10% (integer; e.g., 99) | TOB-3/-3a Measure Description (categorical/text; e.g., Tobacco use treatment provided or offere) | N TOB-3 % (integer; e.g., 58) | TOB-3 Top 10% (integer; e.g., 98) | N TOB-3a % (integer; e.g., 18) | ... 31 more variables"
hvbp_efficiency_and_cost_reduction.csv,csv,388.2 KB,397526,99.3 KB,2455,15,No (CSV),"hvbp efficiency and cost reduction: 2,455 cases and 15 variables covering HVBP metrics.",Fiscal Year; Facility ID; Facility Name; Address; City/Town; State; ZIP Code; County/Parish; MSPB-1 Achievement Threshold; MSPB-1 Benchmark; MSPB-1 Baseline Rate; MSPB-1 Performance Rate; MSPB-1 Achievement Points; MSPB-1 Improvement Points; MSPB-1 Measure Score,"Fiscal Year (integer; e.g., 2026) | Facility ID (integer; e.g., 010001) | Facility Name (text; e.g., SOUTHEAST HEALTH MEDICAL CENTER) | Address (text; e.g., 1108 ROSS CLARK CIRCLE) | City/Town (text; e.g., DOTHAN) | State (categorical/text; e.g., AL) | ZIP Code (integer; e.g., 36301) | County/Parish (text; e.g., HOUSTON) | MSPB-1 Achievement Threshold (number; e.g., 0.985942) | MSPB-1 Benchmark (number; e.g., 0.825546) | MSPB-1 Baseline Rate (number; e.g., 1.029341) | MSPB-1 Performance Rate (number; e.g., 0.995087) | MSPB-1 Achievement Points (categorical/text; e.g., 0 out of 10) | MSPB-1 Improvement Points (categorical/text; e.g., 1 out of 9) | MSPB-1 Measure Score (categorical/text; e.g., 1 out of 10)"
ASCQR_OAS_CAHPS_NATIONAL.csv,csv,1.6 KB,1608,479 B,1,21,No (CSV),ASCQR OAS CAHPS NATIONAL: 1 cases and 21 variables covering OAS CAHPS metrics at national level.,"Patients who reported that staff definitely gave care in a professional way and the facility was clean; Patients who reported that staff somewhat gave care in a professional way or the facility was somewhat clean; Patients who reported that staff did not give care in a professional way or the facility was not clean; Facilities and staff linear mean score; Patients who reported that staff definitely communicated about what to expect during and after the procedure; Patients who reported that staff somewhat communicated about what to expect during and after the procedure; Patients who reported that staff did not communicate about what to expect during and after the procedure; Communication about your procedure linear mean score; Patients who gave the facility a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest); Patients who gave the facility a rating of 7 or 8 on a scale from 0 (lowest) to 10 (highest); Patients who gave the facility a rating of 0 to 6 on a scale from 0 (lowest) to 10 (highest); Patients' rating of the facility linear mean score; Patients who reported YES they would DEFINITELY recommend the facility to family or friends; Patients who reported PROBABLY YES they would recommend the facility to family or friends; Patients who reported NO, they would not recommend the facility to family or friends; Patients recommending the facility linear mean score; Number of Sampled Patients; Number of Completed Surveys; Survey Response Rate Percent; Start Date; End Date","Patients who reported that staff definitely gave care in a professional way and the facility was clean (integer; e.g., 97) | Patients who reported that staff somewhat gave care in a professional way or the facility was somewhat clean (integer; e.g., 3) | Patients who reported that staff did not give care in a professional way or the facility was not clean (integer; e.g., 0) | Facilities and staff linear mean score (integer; e.g., 98) | Patients who reported that staff definitely communicated about what to expect during and after the procedure (integer; e.g., 92) | Patients who reported that staff somewhat communicated about what to expect during and after the procedure (integer; e.g., 6) | Patients who reported that staff did not communicate about what to expect during and after the procedure (integer; e.g., 2) | Communication about your procedure linear mean score (integer; e.g., 95) | Patients who gave the facility a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest) (integer; e.g., 89) | Patients who gave the facility a rating of 7 or 8 on a scale from 0 (lowest) to 10 (highest) (integer; e.g., 9) | Patients who gave the facility a rating of 0 to 6 on a scale from 0 (lowest) to 10 (highest) (integer; e.g., 2) | Patients' rating of the facility linear mean score (integer; e.g., 95) | Patients who reported YES they would DEFINITELY recommend the facility to family or friends (integer; e.g., 87) | Patients who reported PROBABLY YES they would recommend the facility to family or friends (integer; e.g., 11) | Patients who reported NO, they would not recommend the facility to family or friends (integer; e.g., 2) | Patients recommending the facility linear mean score (integer; e.g., 95) | Number of Sampled Patients (integer; e.g., 3337654) | Number of Completed Surveys (integer; e.g., 841669) | Survey Response Rate Percent (integer; e.g., 25) | Start Date (date; e.g., 07/01/2024) | End Date (date; e.g., 06/30/2025)"
CJR_Quality_Reporting_January_2026_Production_File.csv,csv,52.6 KB,53863,8.0 KB,320,18,No (CSV),CJR Quality Reporting January 2026 Production File: 320 cases and 18 variables covering CJR Quality Reporting January 2026 Production File.,Facility ID; Facility Name; MSA; MSA Title; HCAHPS HLMR; HCAHPS HLMR Percentile; HCAHPS Start Date; HCAHPS End Date; HCAHPS Footnote; COMP-HIP-KNEE; COMP-HIP-KNEE Percentile; COMP Start Date; COMP End Date; COMP Footnote; PRO; PRO Start Date; PRO End Date; Reconciliation Footnote,"Facility ID (integer; e.g., 010023) | Facility Name (text; e.g., BAPTIST MEDICAL CENTER SOUTH) | MSA (integer; e.g., 33860) | MSA Title (categorical/text; e.g., Montgomery, AL) | HCAHPS HLMR (text; e.g., 84.69) | HCAHPS HLMR Percentile (text; e.g., 53%) | HCAHPS Start Date (date; e.g., 07/01/2023) | HCAHPS End Date (date; e.g., 06/30/2024) | HCAHPS Footnote (categorical/text; e.g., ***) | COMP-HIP-KNEE (text; e.g., 4.29536) | COMP-HIP-KNEE Percentile (text; e.g., 18%) | COMP Start Date (date; e.g., 04/01/2021) | COMP End Date (date; e.g., 03/31/2024) | COMP Footnote (integer; e.g., 1) | PRO (categorical/text; e.g., N) | PRO Start Date (date; e.g., 07/01/2022) | PRO End Date (date; e.g., 06/30/2023) | Reconciliation Footnote (categorical/text; e.g., **)"
FY2024_Percent_Change_in_Medicare_Payments.csv,csv,504 B,504,255 B,23,2,No (CSV),FY2024 Percent Change in Medicare Payments: 23 cases and 2 variables covering FY2024 Percent Change in Medicare Payments metrics.,% Change in Base Operating DRG Payment Amount; Number of Hospitals Receiving this % Change,"% Change in Base Operating DRG Payment Amount (text; e.g., '1.0%<x') | Number of Hospitals Receiving this % Change (integer; e.g., 444)"
REH_Unplanned_Hospital_Visits-National.csv,csv,320 B,320,190 B,1,10,No (CSV),REH Unplanned Hospital Visits - National: 1 cases and 10 variables covering REH Unplanned Hospital Visits - National metrics at.,Measure ID; Measure Name; National Rate; Number of Hospitals Worse; Number of Hospitals Same; Number of Hospitals Better; Number of Hospitals Too Few; Footnote; Start Date; End Date,"Measure ID (categorical/text; e.g., REH_OP_36) | Measure Name (categorical/text; e.g., Ratio of unplanned hospital visits after) | National Rate (categorical/text; e.g., Not Available) | Number of Hospitals Worse (integer; e.g., 0) | Number of Hospitals Same (integer; e.g., 2) | Number of Hospitals Better (integer; e.g., 0) | Number of Hospitals Too Few (integer; e.g., 4) | Footnote (integer; e.g., 5) | Start Date (date; e.g., 01/01/2024) | End Date (date; e.g., 12/31/2024)"
Veterans_Health_Administration_Provider_Level_Data.csv,csv,23.8 KB,24376,6.2 KB,132,13,No (CSV),Veterans Health Administration Provider Level Data: 132 cases and 13 variables covering Veterans Health Administration Provider Level Data metrics.,Facility ID; Facility Name; Address; City/Town; State; ZIP Code; County/Parish; Telephone Number; Hospital Type; Hospital Ownership; Emergency Services; Hospital overall rating; Hospital overall rating footnote,"Facility ID (text; e.g., 01014F) | Facility Name (text; e.g., BIRMINGHAM VA MEDICAL CENTER) | Address (text; e.g., 700 SOUTH 19TH STREET) | City/Town (text; e.g., BIRMINGHAM) | State (text; e.g., AL) | ZIP Code (integer; e.g., 35233) | County/Parish (text; e.g., JEFFERSON) | Telephone Number (text; e.g., (205) 933-4515) | Hospital Type (categorical/text; e.g., Acute Care - Veterans Administration) | Hospital Ownership (categorical/text; e.g., Veterans Health Administration) | Emergency Services (categorical/text; e.g., Yes) | Hospital overall rating (categorical/text; e.g., 4) | Hospital overall rating footnote (integer; e.g., 16)"
FY2024_Value_Based_Incentive_Payment_Amount.csv,csv,767 B,767,298 B,25,2,No (CSV),FY2024 Value Based Incentive Payment Amount: 25 cases and 2 variables covering FY2024 Value Based Incentive Payment Amount metrics.,Incentive Payment Range; Number of Hospitals Receiving this Range,"Incentive Payment Range (text; e.g., >$1,000,000) | Number of Hospitals Receiving this Range (text; e.g., 467)"
Outpatient_Imaging_Efficiency-Hospital.csv,csv,3.29 MB,3449068,275.7 KB,18512,14,No (CSV),"Outpatient Imaging Efficiency - Hospital: 18,512 cases and 14 variables covering Imaging metrics at hospital level.",Facility ID; Facility Name; Address; City/Town; State; ZIP Code; County/Parish; Telephone Number; Measure ID; Measure Name; Score; Footnote; Start Date; End Date,"Facility ID (integer; e.g., 010001) | Facility Name (text; e.g., SOUTHEAST HEALTH MEDICAL CENTER) | Address (text; e.g., 1108 ROSS CLARK CIRCLE) | City/Town (text; e.g., DOTHAN) | State (categorical/text; e.g., AL) | ZIP Code (integer; e.g., 36301) | County/Parish (text; e.g., HOUSTON) | Telephone Number (text; e.g., (334) 793-8701) | Measure ID (categorical/text; e.g., OP-10) | Measure Name (categorical/text; e.g., Abdomen CT Use of Contrast Material) | Score (text; e.g., 5.3) | Footnote (integer; e.g., 1) | Start Date (date; e.g., 07/01/2023) | End Date (date; e.g., 06/30/2024)"
ASC_National.csv,csv,851 B,851,264 B,1,37,No (CSV),ASC National: 1 cases and 37 variables covering ASC National metrics at national level.,Year; Avg ASC-1 Nat Rate*; Median ASC-1 Nat Rate*; Avg ASC-2 Nat Rate*; Median ASC-2 Nat Rate*; Avg ASC-3 Nat Rate*; Median ASC-3 Nat Rate*; Avg ASC-4 Nat Rate*; Median ASC-4 Nat Rate*; Avg ASC-9 Nat Rate*; Median ASC-9 Nat Rate*; Avg ASC-11 Nat Rate*; Median ASC-11 Nat Rate*; ASC-12 Nat Rate; ASC-12 Better; ASC-12 No Different; ASC-12 Worse; ASC-12 Too Small; Avg ASC-13 Nat Rate*; Median ASC-13 Nat Rate*; Avg ASC-14 Nat Rate*; Median ASC-14 Nat Rate*; ASC-17 Nat Rate; ASC-17 Better; ASC-17 No Different; ASC-17 Worse; ASC-17 Too Small; ASC-18 Nat Rate; ASC-18 Better; ASC-18 No Different; ASC-18 Worse; ASC-18 Too Small; ASC-19 Nat Rate; ASC-19 Better; ASC-19 No Different; ASC-19 Worse; ASC-19 Too Small,"Year (integer; e.g., 2024) | Avg ASC-1 Nat Rate* (number; e.g., 0.002) | Median ASC-1 Nat Rate* (number; e.g., 0.000) | Avg ASC-2 Nat Rate* (number; e.g., 0.019) | Median ASC-2 Nat Rate* (number; e.g., 0.000) | Avg ASC-3 Nat Rate* (number; e.g., 0.004) | Median ASC-3 Nat Rate* (number; e.g., 0.000) | Avg ASC-4 Nat Rate* (number; e.g., 0.096) | Median ASC-4 Nat Rate* (number; e.g., 0.074) | Avg ASC-9 Nat Rate* (number; e.g., 76.95) | Median ASC-9 Nat Rate* (number; e.g., 91.70) | Avg ASC-11 Nat Rate* (number; e.g., 86.52) | Median ASC-11 Nat Rate* (number; e.g., 100.00) | ASC-12 Nat Rate (number; e.g., 9.9) | ASC-12 Better (integer; e.g., 12) | ASC-12 No Different (integer; e.g., 1974) | ASC-12 Worse (integer; e.g., 8) | ASC-12 Too Small (integer; e.g., 191) | Avg ASC-13 Nat Rate* (number; e.g., 85.97) | Median ASC-13 Nat Rate* (number; e.g., 100.00) | Avg ASC-14 Nat Rate* (number; e.g., 0.312) | Median ASC-14 Nat Rate* (number; e.g., 0.225) | ASC-17 Nat Rate (number; e.g., 2.4) | ASC-17 Better (integer; e.g., 5) | ASC-17 No Different (integer; e.g., 1837) | ... 12 more variables"
ASCQR_OAS_CAHPS_STATE.csv,csv,6.1 KB,6274,1.7 KB,56,22,No (CSV),ASCQR OAS CAHPS STATE: 56 cases and 22 variables covering OAS CAHPS metrics at state level.,"State; Patients who reported that staff definitely gave care in a professional way and the facility was clean; Patients who reported that staff somewhat gave care in a professional way or the facility was somewhat clean; Patients who reported that staff did not give care in a professional way or the facility was not clean; Facilities and staff linear mean score; Patients who reported that staff definitely communicated about what to expect during and after the procedure; Patients who reported that staff somewhat communicated about what to expect during and after the procedure; Patients who reported that staff did not communicate about what to expect during and after the procedure; Communication about your procedure linear mean score; Patients who gave the facility a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest); Patients who gave the facility a rating of 7 or 8 on a scale from 0 (lowest) to 10 (highest); Patients who gave the facility a rating of 0 to 6 on a scale from 0 (lowest) to 10 (highest); Patients' rating of the facility linear mean score; Patients who reported YES they would DEFINITELY recommend the facility to family or friends; Patients who reported PROBABLY YES they would recommend the facility to family or friends; Patients who reported NO, they would not recommend the facility to family or friends; Patients recommending the facility linear mean score; Number of Sampled Patients; Number of Completed Surveys; Survey Response Rate Percent; Start Date; End Date","State (text; e.g., Alabama) | Patients who reported that staff definitely gave care in a professional way and the facility was clean (integer; e.g., 97) | Patients who reported that staff somewhat gave care in a professional way or the facility was somewhat clean (integer; e.g., 3) | Patients who reported that staff did not give care in a professional way or the facility was not clean (integer; e.g., 0) | Facilities and staff linear mean score (integer; e.g., 99) | Patients who reported that staff definitely communicated about what to expect during and after the procedure (integer; e.g., 93) | Patients who reported that staff somewhat communicated about what to expect during and after the procedure (integer; e.g., 6) | Patients who reported that staff did not communicate about what to expect during and after the procedure (integer; e.g., 1) | Communication about your procedure linear mean score (integer; e.g., 96) | Patients who gave the facility a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest) (integer; e.g., 90) | Patients who gave the facility a rating of 7 or 8 on a scale from 0 (lowest) to 10 (highest) (integer; e.g., 8) | Patients who gave the facility a rating of 0 to 6 on a scale from 0 (lowest) to 10 (highest) (integer; e.g., 2) | Patients' rating of the facility linear mean score (integer; e.g., 96) | Patients who reported YES they would DEFINITELY recommend the facility to family or friends (integer; e.g., 89) | Patients who reported PROBABLY YES they would recommend the facility to family or friends (integer; e.g., 9) | Patients who reported NO, they would not recommend the facility to family or friends (integer; e.g., 2) | Patients recommending the facility linear mean score (integer; e.g., 95) | Number of Sampled Patients (integer; e.g., 35080) | Number of Completed Surveys (integer; e.g., 8963) | Survey Response Rate Percent (integer; e.g., 26) | Start Date (date; e.g., 07/01/2024) | End Date (date; e.g., 06/30/2025)"
FY2024_Distribution_of_Net_Change_in_Base_Op_DRG_Payment_Amt.csv,csv,263 B,263,178 B,13,2,No (CSV),FY2024 Distribution of Net Change in Base Op DRG Payment Amt: 13 cases and 2 variables covering FY2024 Distribution of.,Percentile; Net Change in Base Operating DRG Payment Amount,"Percentile (text; e.g., Max) | Net Change in Base Operating DRG Payment Amount (text; e.g., $5,706,612)"
Hospital_General_Information.csv,csv,1.39 MB,1453884,249.3 KB,5432,38,No (CSV),"Hospital General Information: 5,432 cases and 38 variables covering General Information metrics at hospital level.",Facility ID; Facility Name; Address; City/Town; State; ZIP Code; County/Parish; Telephone Number; Hospital Type; Hospital Ownership; Emergency Services; Meets criteria for birthing friendly designation; Hospital overall rating; Hospital overall rating footnote; MORT Group Measure Count; Count of Facility MORT Measures; Count of MORT Measures Better; Count of MORT Measures No Different; Count of MORT Measures Worse; MORT Group Footnote; Safety Group Measure Count; Count of Facility Safety Measures; Count of Safety Measures Better; Count of Safety Measures No Different; Count of Safety Measures Worse; Safety Group Footnote; READM Group Measure Count; Count of Facility READM Measures; Count of READM Measures Better; Count of READM Measures No Different; Count of READM Measures Worse; READM Group Footnote; Pt Exp Group Measure Count; Count of Facility Pt Exp Measures; Pt Exp Group Footnote; TE Group Measure Count; Count of Facility TE Measures; TE Group Footnote,"Facility ID (text; e.g., 010001) | Facility Name (text; e.g., SOUTHEAST HEALTH MEDICAL CENTER) | Address (text; e.g., 1108 ROSS CLARK CIRCLE) | City/Town (text; e.g., DOTHAN) | State (categorical/text; e.g., AL) | ZIP Code (integer; e.g., 36301) | County/Parish (text; e.g., HOUSTON) | Telephone Number (text; e.g., (334) 793-8701) | Hospital Type (categorical/text; e.g., Acute Care Hospitals) | Hospital Ownership (categorical/text; e.g., Government - Hospital District or Author) | Emergency Services (categorical/text; e.g., Yes) | Meets criteria for birthing friendly designation (categorical/text; e.g., Y) | Hospital overall rating (categorical/text; e.g., 4) | Hospital overall rating footnote (categorical/text; e.g., 29) | MORT Group Measure Count (categorical/text; e.g., 8) | Count of Facility MORT Measures (categorical/text; e.g., 8) | Count of MORT Measures Better (categorical/text; e.g., 0) | Count of MORT Measures No Different (categorical/text; e.g., 8) | Count of MORT Measures Worse (categorical/text; e.g., 0) | MORT Group Footnote (integer; e.g., 29) | Safety Group Measure Count (categorical/text; e.g., 8) | Count of Facility Safety Measures (categorical/text; e.g., 7) | Count of Safety Measures Better (categorical/text; e.g., 3) | Count of Safety Measures No Different (categorical/text; e.g., 4) | Count of Safety Measures Worse (categorical/text; e.g., 0) | ... 13 more variables"
Footnote_Crosswalk.csv,csv,3.4 KB,3456,1.3 KB,32,2,No (CSV),Footnote Crosswalk: 32 cases and 2 variables covering Footnote Crosswalk metrics.,Footnote; Footnote Text,"Footnote (text; e.g., 1) | Footnote Text (text; e.g., The number of cases/patients is too few )"
Healthcare_Associated_Infections-National.csv,csv,517 B,517,254 B,6,6,No (CSV),Healthcare Associated Infections - National: 6 cases and 6 variables covering Infections metrics at national level.,Measure ID; Measure Name; Score; Footnote; Start Date; End Date,"Measure ID (text; e.g., HAI_1_SIR) | Measure Name (text; e.g., Central Line Associated Bloodstream Infe) | Score (integer; e.g., 1) | Footnote (empty/unknown; e.g., ) | Start Date (date; e.g., 07/01/2024) | End Date (date; e.g., 06/30/2025)"
OQR_OAS_CAHPS_BY_HOSPITAL.csv,csv,29.20 MB,30616719,729.7 KB,92560,20,No (CSV),"OQR OAS CAHPS BY HOSPITAL: 92,560 cases and 20 variables covering OAS CAHPS metrics at hospital level.",Facility ID; Facility Name; Address; City/Town; State; ZIP Code; County/Parish; Telephone Number; OAS CAHPS Measure ID; OAS CAHPS Question; OAS CAHPS Answer Description; OAS CAHPS Answer Percent; OAS CAHPS Answer Percent Footnote; OAS CAHPS Linear Mean Value; Number of Completed Surveys; Number of Completed Surveys Footnote; Survey Response Rate Percent; Survey Response Rate Percent Footnote; Start Date; End Date,"Facility ID (integer; e.g., 010001) | Facility Name (categorical/text; e.g., SOUTHEAST HEALTH MEDICAL CENTER) | Address (categorical/text; e.g., 1108 ROSS CLARK CIRCLE) | City/Town (categorical/text; e.g., DOTHAN) | State (categorical/text; e.g., AL) | ZIP Code (integer; e.g., 36301) | County/Parish (categorical/text; e.g., HOUSTON) | Telephone Number (categorical/text; e.g., (334) 793-8701) | OAS CAHPS Measure ID (categorical/text; e.g., O_COMP_1_LINEAR_SCORE) | OAS CAHPS Question (categorical/text; e.g., Facilities and Staff - linear mean score) | OAS CAHPS Answer Description (categorical/text; e.g., Facilities and Staff - linear mean score) | OAS CAHPS Answer Percent (text; e.g., Not Applicable) | OAS CAHPS Answer Percent Footnote (categorical/text; e.g., 5) | OAS CAHPS Linear Mean Value (categorical/text; e.g., 98) | Number of Completed Surveys (categorical/text; e.g., 456) | Number of Completed Surveys Footnote (categorical/text; e.g., 5) | Survey Response Rate Percent (categorical/text; e.g., 17) | Survey Response Rate Percent Footnote (categorical/text; e.g., 5) | Start Date (date; e.g., 07/01/2024) | End Date (date; e.g., 06/30/2025)"
Complications_and_Deaths-Hospital.csv,csv,21.92 MB,22982118,1.18 MB,95840,18,No (CSV),"Complications and Deaths - Hospital: 95,840 cases and 18 variables covering Complications, Deaths metrics at hospital level.",Facility ID; Facility Name; Address; City/Town; State; ZIP Code; County/Parish; Telephone Number; Measure ID; Measure Name; Compared to National; Denominator; Score; Lower Estimate; Higher Estimate; Footnote; Start Date; End Date,"Facility ID (integer; e.g., 010001) | Facility Name (categorical/text; e.g., SOUTHEAST HEALTH MEDICAL CENTER) | Address (categorical/text; e.g., 1108 ROSS CLARK CIRCLE) | City/Town (categorical/text; e.g., DOTHAN) | State (categorical/text; e.g., AL) | ZIP Code (integer; e.g., 36301) | County/Parish (categorical/text; e.g., HOUSTON) | Telephone Number (categorical/text; e.g., (334) 793-8701) | Measure ID (categorical/text; e.g., COMP_HIP_KNEE) | Measure Name (categorical/text; e.g., Rate of complications for hip/knee repla) | Compared to National (categorical/text; e.g., No Different Than the National Rate) | Denominator (text; e.g., 27) | Score (text; e.g., 3.2) | Lower Estimate (text; e.g., 1.7) | Higher Estimate (text; e.g., 5.9) | Footnote (integer; e.g., 1) | Start Date (date; e.g., 04/01/2021) | End Date (date; e.g., 03/31/2024)"
hvbp_tps.csv,csv,554.7 KB,568036,106.1 KB,2455,17,No (CSV),"hvbp tps: 2,455 cases and 17 variables covering HVBP metrics.",Fiscal Year; Facility ID; Facility Name; Address; City/Town; State; ZIP Code; County/Parish; Unweighted Normalized Clinical Outcomes Domain Score; Weighted Normalized Clinical Outcomes Domain Score; Unweighted Person And Community Engagement Domain Score; Weighted Person And Community Engagement Domain Score; Unweighted Normalized Safety Domain Score; Weighted Safety Domain Score; Unweighted Normalized Efficiency And Cost Reduction Domain Score; Weighted Efficiency And Cost Reduction Domain Score; Total Performance Score,"Fiscal Year (integer; e.g., 2026) | Facility ID (integer; e.g., 010001) | Facility Name (text; e.g., SOUTHEAST HEALTH MEDICAL CENTER) | Address (text; e.g., 1108 ROSS CLARK CIRCLE) | City/Town (text; e.g., DOTHAN) | State (categorical/text; e.g., AL) | ZIP Code (integer; e.g., 36301) | County/Parish (text; e.g., HOUSTON) | Unweighted Normalized Clinical Outcomes Domain Score (text; e.g., 24.000000000000) | Weighted Normalized Clinical Outcomes Domain Score (text; e.g., 6.000000000000) | Unweighted Person And Community Engagement Domain Score (text; e.g., 43.000000000000) | Weighted Person And Community Engagement Domain Score (text; e.g., 10.750000000000) | Unweighted Normalized Safety Domain Score (text; e.g., 51.666666666667) | Weighted Safety Domain Score (text; e.g., 12.916666666667) | Unweighted Normalized Efficiency And Cost Reduction Domain Score (number; e.g., 10.000000000000) | Weighted Efficiency And Cost Reduction Domain Score (number; e.g., 2.500000000000) | Total Performance Score (number; e.g., 32.166666666667)"
